id,codigo_carrera,fecha_registro,matriculado,revisado
3716997,103,2007-06-21 11:16:22,1,0
1103723,103,2007-06-21 11:56:24,1,0
4058339,103,2007-06-21 12:06:43,1,0
4087412,103,2007-06-21 12:40:27,1,0
4632644,103,2007-06-21 13:05:12,1,0
1119317,103,2007-06-21 13:46:32,1,0
1099360,103,2007-06-21 14:46:05,1,0
1144923,102,2007-06-21 15:08:10,1,0
1097250,103,2007-06-21 16:01:25,1,0
1112083,103,2007-06-21 16:43:21,1,0
4922735,0,2007-06-21 17:31:18,0,0
3650720,103,2007-06-21 19:23:08,1,0
4632280,102,2007-06-21 20:38:11,1,0
4047945,103,2007-06-21 20:52:56,1,0
5496163,103,2007-06-21 21:38:53,1,0
1082547,103,2007-06-21 22:05:59,1,0
1099918,103,2007-06-22 10:34:29,1,0
3710822,103,2007-06-22 10:34:54,0,0
3504337,103,2007-06-22 10:38:05,1,0
1105256,103,2007-06-22 10:40:02,1,0
4083007,103,2007-06-22 10:54:23,1,0
1111748,103,2007-06-22 11:39:54,0,0
4644913,103,2007-06-22 12:15:03,1,0
3656629,103,2007-06-22 15:24:23,1,0
123456789,101,2007-06-22 15:34:44,0,0
123456789,106,2007-06-22 15:41:39,0,0
3700411,103,2007-06-22 16:16:24,1,0
1140838,103,2007-06-22 16:38:58,0,0
669792,103,2007-06-22 16:41:31,1,0
1090517,103,2007-06-22 17:23:02,1,0
3626448,103,2007-06-22 19:21:42,1,0
5496163,102,2007-06-22 20:14:28,0,0
1048327,102,2007-06-23 11:01:14,0,0
1667309,103,2007-06-23 13:14:21,1,0
3195909,102,2007-06-23 19:11:12,1,0
1388260,103,2007-06-24 11:31:33,0,0
54876,102,2007-06-24 12:28:23,0,0
1057986,102,2007-06-24 15:01:06,1,0
3646861,103,2007-06-24 20:02:44,1,0
3649944,103,2007-06-24 20:23:37,1,0
1045790,103,2007-06-24 20:24:07,1,0
3655453,103,2007-06-25 08:28:00,1,0
1114784,103,2007-06-25 08:32:46,1,0
3652765,103,2007-06-25 08:42:16,1,0
3652261,103,2007-06-25 09:00:20,1,0
4111936,103,2007-06-25 09:20:15,1,0
5499596,102,2007-06-25 09:23:55,0,0
5499596,103,2007-06-25 09:27:34,1,0
5130974,103,2007-06-25 09:37:00,1,0
4083107,103,2007-06-25 09:44:01,1,0
4115456,103,2007-06-25 09:50:59,1,0
3628357,103,2007-06-25 10:13:09,1,0
3638103,103,2007-06-25 10:29:58,1,0
5630179,103,2007-06-25 10:38:28,1,0
3652696,103,2007-06-25 10:43:14,1,0
4922735,103,2007-06-25 10:49:32,1,0
1115372,103,2007-06-25 10:54:28,1,0
3629673,103,2007-06-25 10:54:55,1,0
1100031,103,2007-06-25 10:59:23,1,0
1103191,103,2007-06-25 11:05:03,1,0
3638350,103,2007-06-25 11:06:15,0,0
3637876,103,2007-06-25 11:29:48,1,0
1097881,103,2007-06-25 11:35:37,1,0
1109355,103,2007-06-25 11:53:17,1,0
3283774,103,2007-06-25 12:02:11,1,0
3643897,103,2007-06-25 12:03:14,1,0
3655527,103,2007-06-25 12:11:41,1,0
4086200,103,2007-06-25 12:21:06,0,0
5646095,103,2007-06-25 12:38:26,1,0
5490857,103,2007-06-25 12:41:04,0,0
5115018,103,2007-06-25 14:02:35,1,0
1054094,103,2007-06-25 14:06:36,1,0
3549646,103,2007-06-25 14:09:50,0,0
3653054,103,2007-06-25 14:25:55,1,0
4089132,103,2007-06-25 14:58:59,1,0
1117919,103,2007-06-25 14:59:04,1,0
5487191,103,2007-06-25 15:21:02,1,0
1075724,103,2007-06-25 15:21:10,1,0
4082922,103,2007-06-25 15:27:56,0,0
3638388,103,2007-06-25 15:29:18,1,0
1069979,103,2007-06-25 15:29:26,1,0
1106261,103,2007-06-25 15:36:01,1,0
1070357,103,2007-06-25 15:38:17,1,0
1806820,103,2007-06-25 15:51:28,1,0
1141900,103,2007-06-25 15:53:11,1,0
3274112,103,2007-06-25 15:57:02,1,0
1144822,103,2007-06-25 15:58:14,1,0
1140719,103,2007-06-25 16:12:09,1,0
1115755,103,2007-06-25 16:37:46,1,0
2325935,103,2007-06-25 17:03:24,1,0
1032747,103,2007-06-25 17:08:05,1,0
4016779,103,2007-06-25 17:51:00,0,0
1112083,102,2007-06-25 18:27:16,1,0
3710088,102,2007-06-25 20:19:34,0,0
1034763,103,2007-06-25 21:08:25,1,0
1061404,103,2007-06-25 22:04:21,1,0
1092386,103,2007-06-26 07:58:19,1,0
5647354,103,2007-06-26 11:02:41,0,0
1096901,102,2007-06-26 11:13:09,0,0
1096901,103,2007-06-26 11:23:17,1,0
5634530,103,2007-06-26 11:26:04,1,0
1067835,103,2007-06-26 11:39:01,1,0
1104667,103,2007-06-26 11:42:57,1,0
1053919,103,2007-06-26 12:13:44,1,0
1141548,0,2007-06-26 14:35:10,0,0
1141548,123,2007-06-26 14:35:10,0,0
1099949,103,2007-06-26 14:52:07,1,0
3972185,103,2007-06-26 15:52:52,1,0
4089744,103,2007-06-26 16:03:55,1,0
3710088,103,2007-06-26 20:19:06,1,0
1093403,103,2007-06-26 21:21:45,1,0
5499980,103,2007-06-27 10:23:20,1,0
1111813,102,2007-06-27 10:57:18,0,0
2798438,103,2007-06-27 11:25:59,1,0
1048327,103,2007-06-27 11:50:46,1,0
3655633,103,2007-06-27 12:28:25,1,0
1427513,102,2007-06-27 12:58:11,1,0
5637867,103,2007-06-27 14:13:06,1,0
1108990,102,2007-06-27 14:50:24,1,0
1145709,103,2007-06-27 16:17:22,1,0
4008160,102,2007-06-27 17:00:04,1,0
3694373,102,2007-06-27 17:57:04,1,0
1143221,102,2007-06-27 18:03:11,1,0
3172005,102,2007-06-27 20:28:54,0,0
3172005,103,2007-06-27 20:34:14,1,0
4095450,102,2007-06-27 23:07:56,0,0
1104489,103,2007-06-28 01:09:04,1,0
1140338,104,2007-06-28 08:36:39,0,0
1140338,102,2007-06-28 08:56:04,1,0
1140611,102,2007-06-28 09:02:37,1,0
3511203,102,2007-06-28 09:23:06,1,0
3651512,106,2007-06-28 09:41:45,1,0
4082187,102,2007-06-28 09:51:51,0,0
1143306,102,2007-06-28 16:20:59,1,0
4097128,103,2007-06-28 17:02:04,1,0
3124226,103,2007-06-28 17:10:41,1,0
1099194,103,2007-06-28 17:41:08,1,0
3662665,103,2007-06-28 17:46:20,1,0
1057897,103,2007-06-28 21:41:20,1,0
5230214,105,2007-06-29 08:48:48,0,0
5230214,103,2007-06-29 08:58:36,1,0
1100210,102,2007-06-29 11:22:29,1,0
3625635,103,2007-06-29 14:35:36,1,0
5630143,103,2007-06-29 14:58:10,1,0
3652178,103,2007-06-29 15:51:07,1,0
1092457,103,2007-06-29 19:42:20,1,0
4095450,103,2007-06-29 20:49:14,1,0
4092525,103,2007-06-30 20:14:03,1,0
1140731,103,2007-07-01 08:30:15,1,0
4480991,102,2007-07-01 10:46:38,0,0
4480991,103,2007-07-01 10:56:02,1,0
1113470,103,2007-07-01 16:06:43,1,0
3269871,103,2007-07-02 00:33:40,1,0
4083295,102,2007-07-02 08:44:53,0,0
5495903,102,2007-07-02 09:48:04,1,0
3650609,102,2007-07-02 10:30:47,1,0
4822090,103,2007-07-02 10:39:00,1,0
1147201,103,2007-07-02 10:43:20,1,0
3629241,103,2007-07-02 11:58:06,0,0
1094189,103,2007-07-02 12:07:52,1,0
1070424,103,2007-07-02 12:10:20,0,0
1107456,102,2007-07-02 13:54:48,0,0
1056727,102,2007-07-02 13:57:15,1,0
1062095,103,2007-07-02 14:30:25,1,0
4631618,103,2007-07-02 14:51:38,1,0
3650631,103,2007-07-02 14:51:49,1,0
5672875,103,2007-07-02 14:58:36,1,0
3625554,103,2007-07-02 15:10:23,1,0
1115871,103,2007-07-02 15:41:49,1,0
5071774,102,2007-07-02 15:43:38,1,0
3629227,103,2007-07-02 15:55:17,1,0
1102378,103,2007-07-02 16:13:49,1,0
1405405,102,2007-07-02 16:29:00,0,0
1107456,103,2007-07-02 16:35:08,1,0
1405405,103,2007-07-02 16:40:14,1,0
5487147,103,2007-07-02 17:08:26,1,0
1107410,103,2007-07-02 17:08:36,1,0
1069858,103,2007-07-02 17:14:43,0,0
4083366,103,2007-07-02 17:21:57,1,0
1119193,103,2007-07-02 17:30:08,1,0
1338307,102,2007-07-02 17:40:24,0,0
4150195,102,2007-07-02 18:31:28,1,0
1145553,103,2007-07-02 20:58:48,1,0
5634867,101,2007-07-02 21:05:27,1,0
606296,103,2007-07-03 02:12:54,1,0
5499872,103,2007-07-03 08:58:01,1,0
1112622,103,2007-07-03 09:06:35,1,0
1097888,103,2007-07-03 09:10:44,1,0
4144246,103,2007-07-03 09:31:50,1,0
4104721,102,2007-07-03 09:48:57,0,0
4104721,103,2007-07-03 09:55:37,1,0
4090085,103,2007-07-03 10:43:44,1,0
4119058,103,2007-07-03 10:50:42,1,0
5640640,103,2007-07-03 10:57:47,1,0
5111843,103,2007-07-03 11:06:22,1,0
5088573,103,2007-07-03 11:10:10,1,0
5070048,101,2007-07-03 11:44:41,0,0
3696630,103,2007-07-03 12:00:06,1,0
4083718,103,2007-07-03 13:53:04,1,0
4807940,103,2007-07-03 14:29:17,1,0
3650660,102,2007-07-03 15:05:05,0,0
3662626,103,2007-07-03 15:08:57,1,0
3629841,103,2007-07-03 15:12:43,1,0
1283346,103,2007-07-03 15:31:17,1,0
3626933,103,2007-07-03 15:36:13,1,0
4081347,103,2007-07-03 15:52:52,1,0
1098643,103,2007-07-03 15:54:15,1,0
3967262,105,2007-07-03 16:05:30,0,0
1070495,103,2007-07-03 16:31:47,1,0
1052190,102,2007-07-03 16:33:06,0,0
3236865,103,2007-07-03 16:49:35,1,0
3652959,103,2007-07-02 17:38:13,1,0
1069952,103,2007-07-03 17:00:55,1,0
1118542,103,2007-07-03 17:05:40,1,0
1108711,103,2007-07-03 16:34:00,1,0
1052190,103,2007-07-03 17:44:54,1,0
3401387,103,2007-07-03 17:56:49,1,0
3967262,103,2007-07-03 18:02:29,1,0
1052296,103,2007-07-03 18:10:51,1,0
1106956,103,2007-07-03 18:16:16,1,0
2762028,103,2007-07-03 18:21:45,1,0
1014820,103,2007-07-03 18:31:48,1,0
5135592,103,2007-07-03 18:32:46,1,0
1080660,103,2007-07-03 18:37:31,0,0
5138306,103,2007-07-03 18:45:09,1,0
1114399,103,2007-07-03 18:50:59,1,0
5493633,102,2007-07-03 21:07:06,1,0
1414219,103,2007-07-03 22:33:49,1,0
5045546,103,2007-07-03 23:10:19,1,0
1855990,103,2007-07-04 08:31:07,1,0
3626786,103,2007-07-04 09:29:56,1,0
5637451,103,2007-07-04 10:07:31,1,0
1090325,103,2007-07-04 10:12:21,1,0
1051533,103,2007-07-04 10:17:57,1,0
1024007,103,2007-07-04 10:57:36,1,0
1092836,103,2007-07-04 11:11:01,1,0
1148568,103,2007-07-04 11:22:46,1,0
1145244,102,2007-07-04 11:26:06,1,0
4114140,103,2007-07-04 11:48:23,1,0
3651205,103,2007-07-04 11:57:50,1,0
1075701,102,2007-07-04 12:33:24,0,0
1075701,103,2007-07-04 12:37:27,1,0
5095445,102,2007-07-04 13:34:18,0,0
3653120,103,2007-07-04 14:41:28,1,0
5070048,103,2007-07-04 15:10:17,1,0
3053968,101,2007-07-04 15:59:23,0,0
3053968,104,2007-07-04 16:04:27,0,0
1895694,103,2007-07-04 16:05:24,0,0
4089557,103,2007-07-04 16:08:50,1,0
3053968,0,2007-07-04 16:27:06,0,0
3053968,103,2007-07-04 17:05:38,1,0
1115076,102,2007-07-04 17:17:46,1,0
3651099,103,2007-07-04 17:40:44,1,0
4250549,103,2007-07-04 17:47:15,1,0
1108153,106,2007-07-04 18:29:06,0,0
5492483,103,2007-07-04 18:32:44,1,0
1109679,102,2007-07-04 18:34:00,1,0
1069458,104,2007-07-04 18:56:15,0,0
3625058,102,2007-07-04 20:15:42,1,0
3380873,102,2007-07-04 20:28:04,0,0
1108153,102,2007-07-04 20:50:26,0,0
1108153,103,2007-07-04 20:54:30,1,0
5487127,103,2007-07-05 08:12:20,0,0
3627036,103,2007-07-05 09:49:24,1,0
1069458,105,2007-07-05 10:07:14,0,0
3678802,102,2007-07-05 10:56:07,1,0
4088925,102,2007-07-05 11:04:08,1,0
3655011,102,2007-07-05 11:48:50,1,0
1075658,101,2007-07-05 13:06:57,0,0
3703564,102,2007-07-05 13:30:29,0,0
1049118,103,2007-07-05 14:59:00,1,0
4082816,103,2007-07-05 15:43:31,1,0
3652821,0,2007-07-05 16:00:09,0,0
1057682,102,2007-07-05 16:03:45,1,0
3650893,0,2007-07-05 16:11:30,0,0
3732993,102,2007-07-05 16:49:34,1,0
3374711,102,2007-07-05 18:10:57,1,0
1109277,103,2007-07-05 18:16:51,1,0
3627239,103,2007-07-05 18:29:05,1,0
3703564,103,2007-07-05 18:40:55,1,0
1069571,103,2007-07-05 19:09:05,1,0
1075658,103,2007-07-05 19:17:02,1,0
1057213,103,2007-07-05 21:19:43,1,0
1034395,102,2007-07-05 22:00:31,1,0
4091289,102,2007-07-05 23:33:31,1,0
3651371,103,2007-07-06 09:54:54,1,0
1031258,103,2007-07-06 11:59:12,1,0
4576146,103,2007-07-06 12:09:51,1,0
1144608,102,2007-07-06 12:29:11,0,0
1144608,103,2007-07-06 12:33:51,1,0
1324464,103,2007-07-06 12:52:24,1,0
4080403,102,2007-07-06 13:20:47,1,0
3650893,103,2007-07-06 14:22:26,1,0
3652821,103,2007-07-06 14:46:08,1,0
3469591,102,2007-07-06 16:30:15,1,0
5066074,103,2007-07-06 16:31:46,1,0
3625536,103,2007-07-06 16:36:44,1,0
3322095,103,2007-07-06 16:46:29,1,0
16368,103,2007-07-06 16:49:07,0,0
1111750,103,2007-07-06 17:18:55,1,0
3651882,102,2007-07-06 17:19:33,1,0
1143389,103,2007-07-06 17:25:33,1,0
1047161,103,2007-07-06 17:36:01,1,0
1117771,103,2007-07-05 18:53:41,1,0
1141458,103,2007-07-06 18:07:12,1,0
1085529,103,2007-07-06 18:15:06,1,0
1109143,103,2007-07-06 18:30:23,1,0
1101431,103,2007-07-06 18:38:20,1,0
1108689,103,2007-07-06 19:11:11,1,0
2618179,101,2007-07-08 21:35:58,0,0
2618179,102,2007-07-08 21:44:59,1,0
4008889,102,2007-07-09 08:35:26,1,0
3467552,103,2007-07-09 10:56:40,1,0
1888451,102,2007-07-09 10:58:37,0,0
1113170,102,2007-07-09 11:08:21,1,0
1058443,103,2007-07-09 11:08:33,1,0
4631026,102,2007-07-09 11:28:18,1,0
5496094,103,2007-07-09 13:07:27,1,0
4083053,103,2007-07-09 13:55:00,1,0
3685327,103,2007-07-09 14:34:01,1,0
3654137,102,2007-07-09 16:39:48,1,0
3655503,102,2007-07-09 21:02:04,1,0
3395670,103,2007-07-10 09:44:50,0,0
3395670,102,2007-07-10 09:53:47,1,0
4082579,102,2007-07-10 10:09:41,1,0
5125191,102,2007-07-10 10:22:06,1,0
1306109,103,2007-07-10 11:01:28,1,0
4084823,102,2007-07-10 11:11:50,0,0
1146136,102,2007-07-10 11:51:41,1,0
1115512,102,2007-07-10 12:01:11,1,0
3702841,103,2007-07-10 16:29:05,1,0
3962787,105,2007-07-10 17:40:44,0,0
1081011,102,2007-07-11 08:30:05,1,0
3652347,102,2007-07-11 09:35:52,1,0
5491786,102,2007-07-11 10:32:10,0,0
1314202,102,2007-07-11 12:13:37,1,0
1536698,103,2007-07-11 12:32:25,0,0
3656717,103,2007-07-11 12:57:06,1,0
4777355,102,2007-07-11 14:40:52,1,0
3625150,103,2007-07-11 15:26:12,1,0
3393729,102,2007-07-11 22:26:04,1,0
4002065,102,2007-07-12 13:20:27,1,0
4014648,102,2007-07-12 17:47:10,1,0
3401798,102,2007-07-12 18:52:57,1,0
3057556,103,2007-07-12 20:49:21,0,0
3057556,102,2007-07-12 21:29:44,0,0
1142172,102,2007-07-13 07:42:34,1,0
1105593,102,2007-07-13 10:50:59,1,0
2636016,102,2007-07-13 12:16:29,1,0
1054770,102,2007-07-13 12:29:37,1,0
5642650,102,2007-07-13 12:39:08,1,0
4145527,102,2007-07-14 22:41:45,0,0
1146126,101,2007-07-16 09:57:54,1,0
1060822,103,2007-07-16 10:51:29,1,0
3962787,101,2007-07-16 11:23:20,1,0
1093518,102,2007-07-16 13:25:23,1,0
1076562,102,2007-07-16 16:27:31,1,0
3240629,101,2007-07-19 11:10:57,1,0
5031567,102,2007-07-19 15:04:11,1,0
3650807,102,2007-07-19 15:26:16,0,0
123456,102,2007-07-19 16:23:43,0,0
3643710,102,2007-07-19 19:24:08,0,0
3662824,102,2007-07-19 21:40:58,1,0
4157070,102,2007-07-20 11:27:53,1,0
3215603,102,2007-07-20 15:55:42,1,0
3649337,102,2007-07-20 18:07:13,1,0
3746873,102,2007-07-21 10:34:31,1,0
5632723,102,2007-07-21 14:44:42,1,0
3707218,102,2007-07-22 17:06:24,0,0
3658620,102,2007-07-22 18:00:51,1,0
4085722,102,2007-07-23 09:33:25,1,0
1146156,102,2007-07-23 10:00:23,1,0
4630917,102,2007-07-23 10:16:44,1,0
1081122,102,2007-07-23 10:38:34,1,0
4630220,106,2007-07-23 11:20:45,1,0
1069858,102,2007-07-23 11:38:47,1,0
1071200,102,2007-07-23 11:46:47,1,0
1080324,102,2007-07-23 15:51:59,1,0
4089766,102,2007-07-23 16:17:13,1,0
3515839,102,2007-07-23 16:41:28,1,0
4774896,102,2007-07-23 16:52:33,0,0
1890537,102,2007-07-23 17:25:15,1,0
5493271,102,2007-07-23 17:47:24,1,0
3846755,104,2007-07-23 17:54:16,0,0
1149788,102,2007-07-23 17:59:28,1,0
1107494,102,2007-07-23 18:09:22,1,0
7777777,102,2007-07-23 18:14:50,0,0
3164142,101,2007-07-23 18:18:12,0,0
5405030,105,2007-07-23 18:24:54,0,0
5405030,102,2007-07-23 18:34:58,1,0
3164142,102,2007-07-23 19:16:34,1,0
2521381,102,2007-07-23 19:21:20,1,0
3846755,102,2007-07-23 19:31:57,1,0
3627419,102,2007-07-23 21:06:18,1,0
4330268,102,2007-07-23 21:39:44,1,0
3970809,105,2007-07-23 21:49:49,0,0
4330268,0,2007-07-23 21:56:29,0,0
4330268,123,2007-07-23 21:56:29,0,0
3970809,0,2007-07-23 22:12:01,0,0
3695847,102,2007-07-24 00:17:41,1,0
3629983,102,2007-07-24 10:05:13,0,0
2076417,102,2007-07-24 11:07:30,0,0
1118325,102,2007-07-24 11:41:13,1,0
3112834,102,2007-07-24 14:37:34,1,0
5321561,102,2007-07-24 14:40:11,1,0
1060822,102,2007-07-24 15:43:43,0,0
2980942,102,2007-07-24 15:44:09,1,0
1060882,102,2007-07-24 15:53:16,1,0
5130931,102,2007-07-24 16:11:31,0,0
5630755,102,2007-07-24 16:23:23,1,0
3753367,102,2007-07-24 16:32:35,0,0
1079139,102,2007-07-24 16:59:12,1,0
3970809,102,2007-07-24 17:31:47,1,0
5488759,102,2007-07-24 17:51:35,1,0
