86,185,"Especialidad en Enfermería Obstétrica y Neonatal, Versión III, Sede Sucre","Esp. en Enf. Obs. y Neonatal, V.III",EEON3,"Especialidad en Enfermería Obstétrica y Neonatal, Versión III, Sede Sucre",1.0,V,T,1500.0,9750,10.0,EEON,3
87,186,"Diplomado en Educación Superior, modalidad presencial, Versión I, Villa Vaca Guzmán (Muyupampa)",Dip. en Educ. Sup. Muyupampa,DESMU,Diploma en Educación Superior,1.0,V,A,760.0,3550,10.0,DESMU,0
88,187,"Maestría en Tributación, Versión I, Sede Sucre",Maest. Tributación V.1,METV1,Magíster en Tributación,1.0,V,T,2250.0,11750,10.0,MET,MET
89,188,Maestría en Educación Superior Virtual V.5,Mae. en Educ. Sup. Virt. V.5,MESV5,Magister en Educación Superior,1.0,V,T,2250.0,8250,10.0,MES,MES
90,189,"Maestría en Salud Pública con mención en Gerencia, Versión 3, Subsede Santa Cruz",Mae. en Salud Pública V.3 Santa Cruz,MPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,15000,10.0,MPMG,0
91,190,"Maestría en Salud Pública con mención en Gerencia, Versión 3, Montero",Mae. en Salud Pública V.3 Montero,MPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,15000,10.0,MPMG,0
92,191,"Curso de Actualización en Elaboración, Seguimiento y Evaluación de Proyectos de Investigación e Interacción Social","Curso de Actualización en elab., seg. y eval. de proy. de inv.",CAEP,Certificado,1.0,V,T,0.0,231,100.0,CAEP,0
93,192,Diplomado en Formación Basada en Competencias V.2,Dip. en Formación Basada en Competencias V.2,DFBC2,Diploma en Formación Basada en Competencias,1.0,V,T,0.0,400,100.0,DFBC,2
94,193,"Especialidad en Endodoncia, Versión II, Sede Sucre",Es. en Endodoncia V.2,EEV2,Especialista en Endodoncia,1.0,V,T,1500.0,28500,10.0,EE,EE
95,194,"DIPLOMADO EN EDUCACIÓN SUPERIOR, modalidad virtual, Versión XI",Dip. Educ. Sup. V.11,DES11,DIPLOMA EN EDUCACIÓN SUPERIOR,1.0,V,T,760.0,3040,25.0,DES,11
96,195,"MAESTRÍA EN COMUNICACIÓN INTERCULTURAL COMO APORTE AL DESARROLLO, VERSIÓN 2, SEDE SUCRE",Mae. Comunicación Int. V.2 Sucre,MECI2,Magíster en Comunicación Intercultural,1.0,V,T,2250.0,15000,10.0,MECI,2
97,196,"MAESTRÍA EN COMUNICACIÓN INTERCULTURAL COMO APORTE AL DESARROLLO, VERSIÓN 2, SUBSEDE LA PAZ",Mae. Comunicación Int. V.2 La Paz,MECI2,Magíster en Comunicación Intercultural,1.0,V,T,2250.0,15000,10.0,MECI,2
98,197,"MAESTRÍA EN COMUNICACIÓN INTERCULTURAL COMO APORTE AL DESARROLLO, VERSIÓN 2, SUBSEDE SANTA CRUZ",Mae. Comunicación Int. V.2 Sta. Cruz,MECI2,Magíster en Comunicación Intercultural,1.0,V,T,2250.0,15000,10.0,MECI,2
99,198,"MAESTRÍA EN COMUNICACIÓN INTERCULTURAL COMO APORTE AL DESARROLLO, VERSIÓN 2, SUBSEDE TARIJA",Mae. Comunicación Int. V.2 Tarija,MECI2,Magíster en Comunicación Intercultural,1.0,V,T,2250.0,15000,10.0,MECI,2
100,199,"MAESTRÍA EN COMUNICACIÓN INTERCULTURAL COMO APORTE AL DESARROLLO, VERSIÓN 2, SUBSEDE ORURO",Mae. Comunicación Int. V.2 Oruro,MECI2,Magíster en Comunicación Intercultural,1.0,V,T,2250.0,15000,10.0,MECI,2
101,200,Usos del Territorio y Conservación de los Recursos Naturales Renovables,Curso de uso del Territorio y cons. de los RR.NN. renovables,CFCRN,Certificado,1.0,V,T,0.0,60,100.0,CFCRN,0
102,201,Maestría en Medicina del Trabajo y Salud Ocupacional V.3 Subsede Santa Cruz,Mae. en Med. del Trab. y Salud Ocup. V.3  Subsede Sta.Cruz,MMTSO,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250.0,15000,10.0,MMTSO,0
103,202,Maestría en Hidrogeología y Recursos Hídricos v.2,Mae. en Hidrogeología y Recursos Hídricos v.2,MHGRH,Magister en Hidrogeología y Recursos Hídricos,1.0,V,T,0.0,0,0.0,MHGRH,0
104,203,"Diplomado en Educación Superior, modalidad presencial, Versión I (Monteagudo)",Dip. en Educ. Sup. Monteagudo,DESMO,Diploma en Educación Superior,1.0,V,A,750.0,3550,10.0,DESMO,0
105,204,Maestría en Medicina del Trabajo y Salud Ocupacional V.3 Subsede Cochabamba,Mae. en Med. del Trab. y Salud Ocup. V.3  Subsede Cochabamba,MTSOC,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250.0,15000,10.0,MTSOC,0
106,206,Doctorado en Ciencias de la Educación V.6 Subsede Santa Cruz,Doc. en Cienc. de la Educ. V.6 Subsede Santa Cruz,DCEV6,"Doctor en Ciencias de la Educación, Ph.D.",1.0,V,T,4125.0,37500,10.0,DCE,DCE
107,207,Doctorado en Ciencias de la Educación V.6 Subsede Tarija,Doc. en Cienc. de la Educ. V.6 Subsede Tarija,DCEV6,"Doctor en Ciencias de la Educación, Ph.D.",1.0,V,T,4125.0,37500,10.0,DCE,DCE
108,208,Curso de Formación Contínua en Ética de la Investigación (Bioética),Curso de Ética de la Investigación,CFCEI,Certificado de Aprobación,1.0,V,T,0.0,400,100.0,CFCEI,0
109,209,Especialidad en Administración de Instituciones Públicas,Esp. Adm. Inst. Pub.,EAIP,Especialista en Administración de Instituciones Públicas,1.0,V,T,0.0,0,0.0,EAIP,0
110,210,Especialidad en Cirugía Bucal con mención en Implantología (Programa de Regularización),Regularización - Esp. en Cirugía Bucal mención Implantología,ECBMI,Especialista en Cirugía Bucal con mención en Implantología,1.0,C,T,0.0,0,0.0,ECBMI,0
111,211,Doctorado en Ciencias de la Educación Programa de Regularización,Regularización - Doc. en Cienc. de la Educ. Prog.,DCEPR,"Doctor en Ciencias de la Educación, Ph.D.",1.0,V,T,0.0,0,0.0,DCEPR,0
112,212,Maestría en Medicina del Trabajo y Salud Ocupacional V.3 Subsede La Paz,Mae. en Med. del Trab. y Salud Ocup. V.3  Subsede La Paz,MTSOL,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250.0,15000,10.0,MTSOL,0
113,213,"DIPLOMADO EN EDUCACIÓN SUPERIOR, modalidad virtual, Versión XII",Dip. Educ. Sup. V.12,DES12,DIPLOMA EN EDUCACIÓN SUPERIOR,1.0,V,T,760.0,3040,25.0,DES,12
114,214,"DIPLOMADO EN EDUCACIÓN SUPERIOR, modalidad virtual, Programa de Regularización",Regularización - Dip. Educ. Sup. Virtual,DESR,DIPLOMA EN EDUCACIÓN SUPERIOR,1.0,V,T,0.0,0,0.0,DESR,0
115,215,"Maestría en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción - Muyupampa",Mae. en Epid. Enf. Trans.en Animales - Muyupampa,MEET,"Magíster en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción",1.0,V,T,2250.0,26250,10.0,MEET,0
116,216,"Maestría en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción - Sucre",Mae. en Epid. Enf. Trans.en Animales - Sucre,MEET,"Magíster en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción",1.0,V,T,2250.0,21750,10.0,MEET,0
117,217,"Maestría en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción - Santa Cruz",Mae. en Epid. Enf. Trans.en Animales - Santa Cruz,MEET,"Magíster en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción",1.0,V,T,2250.0,21750,10.0,MEET,0
118,218,"Maestría en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción - Cochabamba",Mae. en Epid. Enf. Trans.en Animales - Cbba,MEET,"Magíster en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción",1.0,V,T,2250.0,21750,10.0,MEET,0
119,219,"Maestría en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción - La Paz",Mae. en Epid. Enf. Trans.en Animales - LP,MEET,"Magíster en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción",1.0,V,T,2250.0,21750,10.0,MEET,0
120,220,"Maestría en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción - Trinidad",Mae. en Epid. Enf. Trans.en Animales - Trinidad,MEET,"Magíster en Epidemiología de Enfermedades Transmisibles, en Animales de Compañía y de Producción",1.0,V,T,2250.0,21750,10.0,MEET,0
121,221,Maestría en Educación Superior Virtual V.6,Mae. en Educ. Sup. Virt. V.6,MESV6,Magister en Educación Superior,1.0,V,T,2250.0,8750,10.0,MES,MES
122,222,Diplomado en Diseño y Evaluación de Proyectos Sociales,Dip. en Dis. y Eval. de Proy. Sociales,DDEPS,Diplomado en Diseño y Evaluación de Proyectos Sociales,1.0,V,T,760.0,4040,10.0,DDEPS,0
123,223,Maestría en Salud Pública con mención en Gerencia V.3 Subsede Sucre,Mae. en Salud Pública V.3 Sucre,MSPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,17500,10.0,MSPMG,0
124,224,Maestría en Salud Pública con mención en Gerencia V.3 Subsede Potosí,Mae. en Salud Pública V.3 Potosí,MSPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,17500,10.0,MSPMG,0
125,225,Diplomado en Formación Basada en Competencias Versión Gestores del Cambio,Dipl. en Form. Basada en Competencias Versión Gestores del Cambio,DFBC0,Diploma en Formación Basada en Competencias,1.0,V,T,0.0,400,100.0,DFBC,0
